#,latitude,longitude,12,34,56,789,1011,1213,1415
ag_node1,43.27039191,-89.38957685,0,0,0,0,0,0,0
ag_node2,43.28458499,-89.3896656,0,0,0,0,0,0,0
ag_node3,43.27030768,-89.42929312,0,0,0,0,0,0,0
ag_node4,43.25949961,-89.29426678,0,0,0,0,0,0,0
ag_node5,43.28094006,-89.43283004,0,0,0,0,0,0,0
ag_node6,43.27253036,-89.2871048,0,0,0,0,0,0,0
ag_node7,43.25889965,-89.28125,0,0,0,0,0,0,0
ag_node8,43.25356246,-89.29241896,0,0,0,0,0,0,0
ag_node9,43.27024536,-89.36802064,0,0,0,0,0,0,0
ag_node10,43.26423327,-89.36533357,0,0,0,0,0,0,0
ag_node11,43.26098022,-89.44138032,0,0,0,0,0,0,0
ag_node12,43.26832503,-89.45726052,0,0,0,0,0,0,0
ag_node13,43.26666527,-89.43657951,0,0,0,0,0,0,0
ag_node14,43.25689983,-89.29017448,0,0,0,0,0,0,0
ag_node15,43.26088028,-89.30527992,0,0,0,0,0,0,0
ag_node16,43.25651036,-89.3901291,0,0,0,0,0,0,0
ag_node17,43.2509003,-89.3914032,0,0,0,0,0,0,0
ag_node18,43.25260486,-89.43900527,0,0,0,0,0,0,0
ag_node19,43.25054953,-89.2900196,0,0,0,0,0,0,0
ag_node20,43.24267997,-89.48131065,0.801321704,0,0,0,0,0,0
ag_node21,43.23933545,-89.37187081,0,0,0,0,0,0,0
ag_node22,43.24009514,-89.27604447,0,0,0,0,0,0,0
ag_node23,43.22707003,-89.39067421,0,0,0,0,0,0,0
ag_node24,43.24314518,-89.47545395,0,0,0,0,0,0,0
ag_node25,43.23194885,-89.46994785,0.032798893,0,0,0,0,0,0
ag_node26,43.22977485,-89.29672013,0,0,0,0,0,0,0
ag_node27,43.22387047,-89.27383957,0,0,0,0,0,0,0
ag_node28,43.22554998,-89.42237146,0,0,0,0,0,0,0
ag_node29,43.21963247,-89.32539877,0,0,0,0,0,0,0
ag_node30,43.21696033,-89.25286064,0,0,0,0,0,0,0
ag_node31,43.21306832,-89.29691516,0,0,0,0,0,0,0
ag_node32,43.23449478,-89.50949974,0,0,0,0,0,0,0
ag_node33,43.22279033,-89.52138023,0.781119069,0.771001992,0.771001992,1.156502988,0,0,0
ag_node34,43.22978039,-89.4192955,0,0,0,0,0,0,0
ag_node35,43.21149968,-89.49091053,0,0.08838794,0.176775879,0.265163819,0.176775879,0,0
ag_node36,43.22101376,-89.3231016,0,0,0,0,0,0,0
ag_node37,43.21277059,-89.45802218,0.050092627,0,0,0,0,0,0
ag_node38,43.21416474,-89.32485542,0,0,0,0,0,0,0
ag_node39,43.2190164,-89.48914975,0.053748179,0.043631102,0.043631102,0.065446654,0,0,0
ag_node40,43.22266007,-89.4443798,0,0,0,0,0,0,0
ag_node41,43.21058044,-89.22613982,0,0,0,0,0,0,0
ag_node42,43.22158528,-89.53922042,0,0,0,0,0,0,0
ag_node43,43.2142982,-89.2401962,0,0,0,0,0,0,0
ag_node44,43.21395017,-89.43298607,0,0,0,0,0,0,0
ag_node45,43.19154978,-89.26588774,0,0,0,0,0,0,0
ag_node46,43.2075243,-89.5740528,0,0.051485058,0.102970115,0.154455173,0.102970115,0,0
ag_node47,43.20570117,-89.55810037,0.078656822,0.068539745,0.068539745,0.068539745,0,0,0
ag_node48,43.2121252,-89.56138955,0,0,0,0,0,0,0
ag_node49,43.20688954,-89.49434014,0,0,0,0,0,0,0
ag_node50,43.2007904,-89.35579491,0,0,0,0,0,0,0
ag_node51,43.19542503,-89.5747509,0.038761235,0.028644159,0.028644159,0.042966238,0,0,0
ag_node52,43.19346618,-89.39949927,0,0,0,0,0,0,0
ag_node53,43.17791652,-89.37748401,0,0,0,0,0,0,0
ag_node54,43.19793159,-89.56876294,0.603518245,0.603518245,0.603518245,0.905277368,0,0,0
ag_node55,43.18547994,-89.35694505,0,0,0,0,0,0,0
ag_node56,43.18812027,-89.42035561,0,0,0,0,0,0,0
ag_node57,43.19627037,-89.5144455,0,0,0,0,0,0,0
ag_node58,43.17999001,-89.51180954,0.685195289,0.675078213,0.675078213,1.012617319,0,0,0
ag_node59,43.16788685,-89.43277334,0,0,0,0,0,0,0
ag_node60,43.1872012,-89.3180669,0,0,0,0,0,0,0
ag_node61,43.18670998,-89.56500969,0,0,0,0,0,0,0
ag_node62,43.18104935,-89.2914009,0,0,0,0,0,0,0
ag_node63,43.17789021,-89.49387856,0,0,0,0,0,0,0
ag_node64,43.17144965,-89.4385986,0,0,0,0,0,0,0
ag_node65,43.15337232,-89.47324579,0.456455285,0,0,0,0,0,0
ag_node66,43.15985848,-89.42368136,0,0,0,0,0,0,0
ag_node67,43.1492505,-89.52598763,0,0.253290374,0.506580748,0.759871122,0.506580748,0,0
ag_node68,43.16780033,-89.51242067,0,0,0,0,0,0,0
ag_node69,43.15498009,-89.54592591,0.896313892,0.861404522,0.861404522,1.292106783,0,0,0
ag_node70,43.1574001,-89.46110155,0.05868476,0,0,0,0,0,0
ag_node71,43.14053347,-89.56556703,0.017949925,0.012390989,0.012390989,0.018586484,0,0,0
ag_node72,43.15921974,-89.51440048,0,0,0,0,0,0,0
ag_node73,43.148555,-89.47436562,0,0,0,0,0,0,0
ag_node74,43.14746513,-89.54644014,0,0,0,0,0,0,0
ag_node75,43.14109995,-89.48365025,0,0.065959422,0.131918844,0.197878267,0.131918844,0,0
ag_node76,43.13685035,-89.4841499,0.025756417,0.022169445,0.022169445,0.022169445,0,0,0
ag_node77,43.13363992,-89.48102074,0,0,0,0,0,0,0
ag_node78,43.12793529,-89.55215319,0.750888718,0.740771641,0.740771641,1.111157462,0,0,0
ag_node79,43.12927164,-89.48897171,0.574748862,0.558101681,0.558101681,0.837152521,0,0,0
ag_node80,43.12817993,-89.54835434,0,0,0,0,0,0,0
ag_node81,43.12130795,-89.50983136,0,0,0,0,0,0,0
ag_node82,43.11595027,-89.56348292,0,0,0,0,0,0,0
ag_node83,43.0828009,-89.54357718,0,0.04072192,0.08144384,0.122165761,0.08144384,0,0
ag_node84,43.1080017,-89.5687027,0.032124211,0.032124211,0.032124211,0.032124211,0,0,0
ag_node85,43.06556092,-89.53538056,0.146761517,0,0,0,0,0,0
ag_node86,43.0651334,-89.54046757,0,0,0,0,0,0,0
ag_node87,43.0657997,-89.5438995,0.025338548,0,0,0,0,0,0
ag_node88,43.0588989,-89.5289993,0,0,0,0,0,0,0
